index,tweet,label
25,sei ini ya gue baru bangun tidur udh bikin emosi aja,anger
26,mau marah bangeett kenapa orang orang jahat bgt si,anger
27,kadang suka emosi baca beginian tapi orang goblog emang susah kalo diajak ngobrol,anger
28,si mutajir mancing emosi sih pagi2,anger
29,udah gw baca panjang-panjang kirain analisisnya bakal boom. ternyta hanya hasil pikiran otak pendek. tolol,anger
30,emosi bung,anger
31,mvp pun kene marah tak capai kpi ke ?,anger
32,opini lu jelek bro. menutup keburukan dg agama lu benarkan. poligami untuk menghindari zina? tolol! palkon banyak bacot ttg agama ya gini,anger
33,kapan ya manajemen di rs diubah biar ga lempar lemparan gini anjimm orang ke rs tuh butuh penanganan cepet bukan bolak balik ribet. emosi kan gue ajgg,anger
34,dari turunkan ayam 2 kupang baik buat polisi majukan industri sumber makanan negara. kita negara tropika kot apa jadah harap makanan ternakan import? bodoh sangat ke orang malaysia sampai dedak ayam pun tak boleh buat sendiri?,anger
35,unesco org arab hahaa kata yg benci anis,anger
36,"satu kata jangan mengundi , sebab semua bodoh",anger
37,"diam, adalah jawaban terbaik untuk menghadapi orang bodoh!",anger
38,"sangat tolol bbm langka,beras mahal cuma sarapan jagung dan ubi sebelum berangkat sekolah itu sekitar 2006 sampai 2011",anger
39,bangsat ini akun sy di hack kah?,anger
40,"lah kakak gue yang umur 33 harus manggil gue yang umur 23 apaan anjrit kalo bukan adek? ""oh saya anak tunggal, ada anak perempuan satu lagi punya ayah ibu saya"" gitu? tolol ih.",anger
41,ni betul2 punya marah..,anger
42,"ternyata ada yg lebih bego dari aku, jauh malah",anger
43,harus nya dihukum mati itu bangsat. rusak nama sumut karena dia,anger
44,hmm siapa lagi yg harus aku benci,anger
45,tyhan gue ga kuat banget bangsat,anger
46,sumpah gw emosi banget yoo,anger
47,yg dinamakan org prik bin tolol,anger
48,ini faisal basri ngga lagi kena stroke kan? atau tiba2 mental retarded? ciri khas jokowi? ketukar sama sby pak faisal. jgn bangsat drun.,anger
49,dipta kamu jangan bego bisa ga?,anger
50,iya anjrott jangan jangan dia punya dendam sama gue ya,anger
51,"apa bedanya coba awal chat huruf kapital apa engga ? sahabat, kamu kok tolol",anger
52,"bangsat, mang lu udah?",anger
53,"saya bisa masak, saya ini sudah ada bekal untuk main benda tajam dan minyak panas, jadi tolong hargai saya dan jangan bikin saya marah",anger
54,bego ya begi diba astaga,anger
55,gue baik tapi gue ga tolol. semoga orang tua gue sehat terus lancar rejeki. biar ga usah gue ngandelin sodara kaya anjing.,anger
56,bangsat,anger
57,"eh, kau tidak pernah merancang kejatuhan orang kau benci dengan perempuan lain kah?",anger
58,hah bodoh kali kau pantek,anger
59,emosi mlu nnti jd burag loh,anger
60,yaa kann ga ngerasa cape cuman larinya jadi lemot bangett. emosi gue,anger
61,shipper sebelah kalo ga suka sama noren ga ush mampir uda tau benci sama noren malah baca au nya kocak bngt lo,anger
62,tak sempat la ni nak balas dendam minggu depan. mesti sakit dh hilang time tu,anger
63,"islamofobis/buzzerp, yaitu: 1. para *njing sepilis dan komunis, pelaku maksiat yg ingin mencari pembenaran atas kelakuannya. 2. para b*bi kafir, pecundang debat teologis scr akademis yg ingin melampiaskan dendam kekalahannya.",anger
64,iya juwi emosi nih gw pagi2,anger
65,aku benci kata jenuh,anger
66,gw benci sekolah,anger
67,bacoot kadrun emang bangsat,anger
68,bangsat masih berani main sosmed,anger
69,ajarkan kepada anak lelaki; tolong opininya jangan kelewat tolol.,anger
70,km nyinyirn q sma antek2 nya berharap q marah tenang q punya jurus jitu q bales pake solawatan dzolim kesel sendiri kan hahaha,anger
71,gausah kaget kalau tiba2 gue jadi benci sama sodara gue. dasar orang gatau diri. benalu. kacang lupa kulit. bajingan sama sodara sendiri.,anger
72,hahah bangsat,anger
73,"ha tuh lu doang, tau definisi adek ga sih lu ilah bikin emosi.",anger
74,"nnton sis, masih on going. emosi mulu yah, sekarang nntonnya udahlah ikutin aja",anger
75,"kenapa agama yg lurus dr tuhan yme bs menjadi bengkok hingga bermacam2? sebabnya krn ada org2 bodoh dan sesat spt itu. sdh banyak dr zaman dl, namun motifnya tetap sama yaitu utk kepentingan perut dan sekitarnya.",anger
76,"dpt mimpi kok mendukung keparnoan, bangun2 bangsat bgt bete au ah, mending ga usah tdr apa ya",anger
77,haah .. belajar chargeman a1 sekali kerja amik former kat kilang jadi worker .. dengan orang atas yang kejap okay kejap tak okay nak ikut cakap dia macam kerja tak pernah siap kimak .. semua kerja siap tapi bodoh nak memekak jugak .. baruah,anger
78,"woii bodok.. klo semua komplain, beropini,berargumen,berpendapat dkk mngenai kbijakan pemerintah. buat apa pileg dlakukn?? goblok di pelihara. lu lakukan itu malah buat anggota legislatif terhormat itu makan gaji buta.. tolol. pendapatan aggota dewan itu 10x gaji umr tiap bulan",anger
79,terserah dan masa bodoh jika kamu tidak suka atau bahkan membenciku . rasa kesalku belum juga hilang,anger
80,jangan sampai rakyatÂ benci,anger
81,"gue kira di menfess sblmnya lu mau ngejokes trnyata bego beneran wkwk lo ga tau definisi ˜adik ™ atau gimana? semua org nyebut saudara kandang yg lebih mudanya ya ˜adik ™, ga usah nyuruh2 org buat ngaku deh, lo doang yg mikir bgtu bego! ga jelas lo",anger
82,marah btol bang,anger
83,"auto belit apa? mmg ah dia org marah bila kena kencing oleh gov india. indira gandhi gunakan perkara ini sbg peluang untuk politikus dia, itu yg menyebabkan ltte bunuh indira gandhi. ko pergi baca sejarah kenapa ltte tu diwujudkan. tak sama langsung mcm taliban.",anger
84,cok pagi pagi dibuat emosi,anger
85,bersabar dengan emosi yang ada di dalam diri ini.,anger
86,"benci tasik, benci jakarta",anger
87,sepertinya opung msh dendam bu,anger
88,aduh bangsat ganteng banget lagi ni orang,anger
89,paling benci kalo lagi diem terus panik sendiri gatau bingung kenapa :),anger
90,kalau cerita kat laki aku pasal mimpi malam td mesti kena marah,anger
91,bangsat ntarnta pasti nangis haha pengecut nada tolol mati aja lo,anger
92,bodoh punya statement ..baik gi minum arak ..melacur ..main judi ..baru betul thrill,anger
93,((ngaku aja)))) lah bego ngajak2 gak nder yg nganggep adek cuma anak kecil lu doang,anger
94,gajadi soft malah emosi.,anger
95,elu jangan bikin gue marah,anger
96,jarina hasebe hobi ngomel dan marah marah.,anger
97,capee lagi puasa ada aja yg dibikin marah nya tu,anger
98,anjinglah brengsek bangsat,anger
99,emosi yaa........,anger
100,tahulah nak luah kat siapa. terasa bodoh gila,anger
101,"benci juga karakternya cheol. kek itu uda keliatan han sakit hati, knp harus ditegesin dlu baru peka??!! ga mempermasalahkan his feeling towards nu, tp the way he treated han that i hate the most. dipermainin bgt haha, jerk.",anger
102,"poin 1-2 okelah, poin selanjutnya itu lho, gw cowok aja marah bacanya",anger
103,nape lo yg emosi?,anger
104,ya kalo mau poligami ikuti sunah rosul tunggu istri pertama meninggal dulu dan lu nikah ma nene2 yang udh tua dan miskin buat diurus bukan mau enak nya doang tolol,anger
105,"betul org cakap, kalau tak bodoh bukan bn namanya..",anger
106,kalau bad day sangat pun takde hak nak emosi kat orang lain. tak professional!,anger
107,pagi pagi bangun dah fucked up. bodoh,anger
108,percaya tapi benci gua kalo suka diem doang kaga ngomong lgsg kek gua kaga gigit elah dan lu cowo yg gentle dong masa kalah sama gentle jen,anger
109,akhirnya bangun siang. tp si bodoh ini kaga solat subuh,anger
110,"aku pura-pura tidak tau saja kebohonganmu yang terhakiki, entahlah aku pura-pura bodoh saja nanti juga akan ketahuan sendiri biar waktu yang menunjukkannya",anger
111,tetep aja namanya selingkuh kok ya tolol banget. kakean alesan,anger
112,"nah ini yg gw ksl gw si b aja lah liat si bright sm tu soalnya kek phinong bet tpi yg gw benci klo kek gt suka ngelunjak anjr fans nya mn ngejelek""in iwin lgi trs pasti udh kek berasa real bet pdhl cmn fanservice",anger
113,aku dendam sama ntu dua orang itu.,anger
114,sange sama perempuan lain? puasa. tahan diri. jaga pandangan. bukan poligami bangsat. lo miskin tapi gegayaan poligami tuh gimana ceritanya?? nanti istri jelek ga keurus karena lo ga kasi duit langsung ditinggalin. heran gue kenapa laki-laki punya otak ga dipake dah,anger
115,"dulu waktu smp saya jengkel banget sama ibu saya, mau pergi naik bus dari jombang ke bojonegoro (jawa timur) pake dianterin ke terminal bus. padahal pinginnya naik angkot saja.",anger
116,eh bukan jadi mangsa maki atau kena marah but concerned pasal tak bercakap. tetiba.,anger
117,"tolong jangan benci fany, fany baik-baik kok gak makan orang kok",anger
118,gabole marah  nanti cepett tua,anger
119,si gwinam?? kayaknya dia punya keinginan hidup yg tinggi kan ada dendam sama chongsan,anger
120,permulaan yang bangsat untuk febuari 2022,anger
121,baca komenannya sungguh menguras emosi asu,anger
122,lagian sih kemarin siapa sih yg milih ini gubernurr ???? wong dudul koyok ngene .,anger
123,"kata mama harus baik samaa orang lain tpi kalo orang itu ngelunjak yaudah diemin aja tapi gue orangnya ga tega an.. jdi ya gtu, jatohnya malah tolol ngebantuin orng yg ga bisa usaha sendiri",anger
124,"bahkan ada dari tweet yang maksudnya supportive. parahnya tuh nggak dibarengi dengan nanya baik-baik atau diskusi, tapi langsung ngegas. bener-bener jadi ruang marah-marah aja",anger
125,"iya ituu benci bgt, makin hari ada aja peraturan ga jelas kek gini huhu",anger
126,jgn la marah dia. lesen l pun dia takde lagi tu.,anger
127,"mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk",anger
128,"tolol, namanya adek ga harus anak kecil. adek ya, yang posisi lahirnya setelah kakak, mau jecil atau gede ga ada urusan.. dongo",anger
129,bangsat bener krn pelakunya adalah guru yg seharusnya mengayomi,anger
130,"diorang ni semua dah lama nak borak dengan kau. tak fun kata diorang, kalau tak dengar kau buat lawak bodoh satu hari.  tu dulu la jepp. haha.  kitorang dengar kau tengah on satu projek. big project. semua bercakap pasal kau jo.  takde la. benda takde pape lagi. ",anger
131,tiati bego beneran,anger
132,"yhh marah  mulu lo, cepet tua mampus",anger
133,bloon. mana ada yg mau kalah. mang bego anjing kntl,anger
134,"mun sepatah ku becakap, kau utuk. baik tah ku diam. pastu kau marah pulang aku diam? ngak paham",anger
135,aku benci kau..,anger
136,contoh orang tolol bin dongok,anger
137,selama perintah suami tidak melanggar syariat. hormat tapi nggak tolol. makanya islam buat org yg mau berfikir..,anger
138,"ahahaaa khas buzzerp jokowi nuduh org mau, dituduh marah",anger
139,"lah bego, itu all of us are dead kali gwinam",anger
140,aing macan marah?,anger
141,bangsat banget,anger
142,"padahal gw stay di lokasi jg dianggurin lol buat apa lu nge-hire org luar klo kyk gini ceritanya tolol jd ga pengen gw duitnya mereka gajelas bgt, bikin stress doang, padahal mah ya tinggal beresin doang si, proyek dah kelar juga, dibikin pusing amat",anger
143,tolong leon jangan sampe kebawa emosi ya,anger
144,benci banget gue sama ini orang.,anger
145,makanya pada ngaji yg bener biar gak bego..,anger
146,ledik jancuukk tai anjingg setann tolol babi monyett,anger
147,supaya generasi yg sekarang jadi bodoh..kan mudah di begoin,anger
148,atheis punya rasa benci? kirain umat beragama aja. lalu apa bedanya :)),anger
149,trus hubungane opo bangsat!,anger
150,"bangsat, ngagetin aja",anger
151,emosi mulu kek ahok,anger
152,"pebenda lah org penuh dgn emosi last episode, time tu jugak dia nak sumbat ppl",anger
153,gue benci hari sabtu,anger
154,"gatau,gue benci banget",anger
155,suka nih yg bikin emosi gini jadi tag aku dong kack,anger
156,aneh banget bego lu,anger
157,"jujur shock di bagian bangsatnya sih, biasanya kayaknya drake doang ga ampe bangsat",anger
158,we ustzh marah sbb takde orang masuk kelas pai lepastu rupanya dia yang salah masuk link,anger
159,buat dan kalo mau nyerang pemerintah itu janjian dulu gitu..keliatan pada bego nya kalo begini !!??,anger
160,gw bukan paling mulia tp gw manusia normal yg jijik liat kaum homo. lagipula di agama di larang tolol. masih aja lu ngeyel. kl lu masih blm benar jgn bgt kata2 lu. kaya lu uda benar aja homo.,anger
161,ya allah marah betul tengok video ni,anger
162,semangatt walaupun dalam hati berkata bangsat,anger
163,"sebb tu kalau org2 macam ni nak jalan aku buat x tahu je, selamba je jalan. kau x de hak nak halang2 jalan org. kecuali ambulans. bodoh",anger
164,"aneh ga sih? padahal dia lebih sering keluar berdua diem-diem ga ngajak aku tapi aku gada marah samsek krnapa giliran aku minta tolong buat ditemenin beli sesuatu dianya marah anjim aowkaowkaow padahal kan skornya juga 2:0,5 klo dipikir-pikir",anger
165,"hiyahiyahiya. terpesona, ku pada pandangan pertama. dan tak kuasa menahan emosi.",anger
166,"dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya",anger
167,padahal yang suka marah marah itu lo,anger
168,bukan pens emyu namanye kalo gak ikut2an tolol,anger
169,aa maaf pagi pagi malah marah marah,anger
170,asli asli tolol bat gw yaampun,anger
171,lu yg tolol anjir,anger
172,marah mulu perasaan,anger
173,bodoh betul g la check org yg xcden tu dulu,anger
174,ntah tolol beneran atau 'pura-pura tolol' yang masih butuh informasi tentang saya ketika semua akun sosial saya terbuka untuk umum.,anger
175,"makanya anjir gue emosi, kesel banget nontonnyaa",anger
176,"bener, tpi juga bikin kesal lama2 liat mukanya",anger
177,main pakai first e pon kalah gak dengan kelab bodoh. apa bala la m.u ni,anger
178,bodoh banget gak sih,anger
179,pagi2 kok udah emosi,anger
180,ya gimana ya bangsat ya gitu gasii,anger
181,"ga jadi deh, aku mau kak mark aja biar kamu emosi.",anger
182,jangan biarkan satu hal yang bodoh ngehancurin kebahagiaan lo seharian.,anger
183,lah ngapa jadi bawa sby? bro pada hakikatnya sah2 saja apabila ada orang yg muji maupun benci asal alasannya konkret dan tdk munafik ngomong apa ngasi gambar apa.. jaka sembung bawa kembang ga nyambung sayang,anger
184,"gue punya facebook ,coba buka bem ternyata sama aja banyak virus adm, wabahnya nyebar, ini manusia bodoh perlu banyak didikan, ampe urat malu putus kurang didikan",anger
185,orang bodoh jadi ustad pengikutnya jadi bodoh semua,anger
186,khai lu bego bgt tolol brengski oon gblok aaaak ksel bgt gw kesell,anger
187,kebawa emosi,anger
188,"dari awal gasuka karakternya nu, knp dia bisa seserakah itu?? dan bodoh bgt segitu butanya. this is why i called him a jerk",anger
189,mu tolol,anger
190,"rasa macam terlalu bodoh untuk law ni, nk ambil course lain lagi la bodo keje grab je la",anger
191,emosi bgt klo ada yg bilang cakep harus putih. makan taii!,anger
192,"anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi, y tp kalo dipikir2 ada korelasinya si sm sikap, sifat dan tingkah lakunya yg ga layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia",anger
193,dah bodoh dah relax nanti sendiri sakit,anger
194,"lo yg menganggap poligami adalah solusi dari perzinaan. oiya dan ngga semua laki2 mau poligami juga. poligami ngga gampang. banyak orang yg benci poligami karna manusia2 kayak lo. inget ya, tanggung jawab poligami itu berat.",anger
195,pickaw punya dendam kek nya,anger
196,"bokap: ngelarang anak & istri nunjukin rasa jengkel also bokap: kalo jengkel nada ngomongnya ketus, banting pintu, narok barang kasar",anger
197,"si bodoh, minta monthly salary gak ngitung dulu kalo diannual ternyata sama aja sana sama sini pas di approved bingung kelabakan",anger
198,mungkin dia pengikut pimpinan pesantren yg cabul itu makanya bisa bikin opini se tolol gitu,anger
199,bodoh ajgg,anger
200,bapak pengkhianat negara bergaduh dengan bapak songlap negara dah tikam belakang ph nak jadi good cop  pulak lawak bodoh!,anger
201,"diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet",anger
202,"anjr kesal bgt sm yg suka curi"", semangat ashh smoga lancar jd bisa di td punya si pencuri mana judulny dari yg keren jdi cuman bridge, tree, fragment",anger
203,sabar sabar gak boleh marah,anger
204,"mestinya yg benci pemerintah di obatin sampe sembuh,tdk hanya covidnya yg sembuh tapi sakit hatinya juga sembuh..",anger
205,"1. jangan main klarinet. 2. jangan pernah melambaikan lampu senter ke depan dan ke belakang terlalu cepat. itu dianggap undangan. 3. jangan pernah berhenti menatap sekitar. 4. jangan makan keju, kecuali yang kotak. 5. jangan pakai topi sombrero. 6. jangan pakai baju bodoh.",anger
206,bangsat dah ini,anger
207,"yang no 3 ""izinkan suami berpoligami,untuk mencegah perzinahan"" aduhh goblok banget ya jadi orang, jadi selama ini pernikahan itu zina gitu? dan poligami itu bagus & dianjurkan diagama gitu? helloww diagama gaada tuh 1 kontol harus 2 lubang. bajingan bangsat lo",anger
208,dah emosi og dari tadi wkkw,anger
209,say! gimana cara mainin perasaan cowo dan nantinya si cowo kek nyesel udah ninggalin cewenya gitu? kata temenku si gitu biar berpikir si cowonya ninggalin si x adalah pilihan bodoh ,anger
210,"klo naksir ada si nder cuma setiap mau dideketin aku selalu ngasi lampu merah, jd pada mundur sendiri sendiri. aku disuruh sekolah dlu sm ortu, aku benci penolakan maka dari itu aku kasi lampu merah aja drpd pas nembak aku tolak, aku takut mereka sakit hati",anger
211,"taik gua benci twitter, suka ke refresh sendiri bangsaat, padahal tadi ada tweet lucu jadi gak kebaca",anger
212,konyol bego,anger
213,boleh benci tapi jangan bodoh,anger
214,"salah sendiri baperan, tolol!",anger
215,dah hari ke 6 pun still kena marah pasal panadol,anger
216,bangsat bener juga,anger
217,pengen keliatan pinter tapi tolol,anger
218,tolol bgt nilo jilat tai sebdiri guwvtakut siiii bayangin omar marahh eumm,anger
219,luv emyuu tolol sumpah,anger
220,nah ini satu lagi cebong tolol nongol..,anger
221,klo mau di suruh mati berarti kamu tolol,anger
222,oh pantes orang mengakui bodoh og. panjang umur dualisme ckck,anger
223,"mereka ini ga pernah liat orang negro apa ya, rasis banget bangsat",anger
224,gua benci dimana setiap gua mulai suka sama orang kenapa orang itu seakan-akan menghindar,anger
225,biarin marah banget aing kali ini,anger
226,pagi tiba tiba baca banyak berita di tl cebong ngamuk ngamuk dan cari banyak alasan tentang dewa nya tidak di hargai luhut saat pidato.cebong menghibur diri pura pura bahagia.cebong cebong bodoh idiot kalian itu permanent.mentang mentang gratis loe ambil semua bodoh nya.idiot,anger
227,"lagunya sakusa habis diputusin atsumu habis itu misuhin lagu ""yakali ajg gue bisa benci lo. yakali ajg gue cari yang baru. gue maunya lo gak yang baru gak dengan benci lo""",anger
228,"soalnya dari kecil udah dicekokin kalo yang cakep itu yang kulitnya putih, alias tolol",anger
229,kesel bgt anjir pagi2 udah ribet lu bangsat,anger
230,bodoh,anger
231,"jengkel bgt sama call centernya buru2 bgt closing nya, padahal masalah belom kelar. parahh!! oia kan sicepat namanya",anger
232,kegaduhan yg ditimbulkan dan efek demo bersilit silitnya sampe skrg ga ilang2. meski pd akhirnya mrk marah krn kecewa jebul sing didukung malah pada dadi mentri kabeh,anger
233,janji dapat dedak bodoh pun bodoh la..,anger
234,ini yg kelimaa anjing sial mulu dalam seminggu bangsat ntar besok apa lagi nih taiik,anger
235,sdh banyak masyarakat yg tau gerak-gerik pembohong penjual dalil si bangsat provokator hh pemecah belah anak bangsa.. mmg polisi hrsnya sgr menjebloskan bui bajingan jnj,anger
236,minta nak makan macam2 minta la suami ko. minta org lain suruh beli pulak. bodoh,anger
237,bodoh lah takda flight terdekat,anger
238,masi pagii tahan jangan emosi:),anger
239,bisa-bisanya mark gak calling gue /marah,anger
240,emyu yg kalah kok aku yg emosi yaa?,anger
241,aku yakin mereka bakal jengukin sih tapi kita ga tau ya mereka mau share apa enggak. yang penting jm ga sendirian lagi ahh copit bangsat. minta maaf lu bikin mimi sakit dan sndirian,anger
242,hukum bangsat hanya buat bangsat !,anger
243,lagii rame kalo suami boleh pukul istri yaa. kalo pukul bercanda ga bikin lebam aku sih biasa ajaa tp aku tipe org yg gasuka disakitin jd kalo aku dipukul kupukul balik soalnya sayah semasa hidup gapernah pukul aku marah aja ga pernah krn ak anak satu2nya,anger
244,"bodoh banget dah checkout maybelline lupa pilih hadiah,",anger
245,"gamau eskrim mau balas dendam sama om jev anjg maap kak esmosi jiwa - gpp, lagi, om jevan shibal..",anger
246,"di satu sisi, kalopun emang proses kemaren gue gagal, gue gapapa banget minum obat lagi. yang penting kelar. please banget. gue udah benci banget di situasi di mana gue cuman keep rasa sakit sendiri dan gue susah kemana mana. benci banget.",anger
247,"dari 15 match competitive, yg menang cuma 4, tolol mending uninstall lagi aja udah, emang gk berbakat",anger
248,gue masih jengkel yaa sama temen temen sekelompok gue,anger
249,"slogan tu dah boleh buang, ganti dengan ""semua polis adalah bangsat""",anger
250,wkwkakak faker tolol ye,anger
251,"setelah kucing gua udh di steril selama 13 hari itu udah dikurung dirumah, dan hari ini kabur dong main lagi ke rumah si tetangga sinting ini langsung gua kejar eh berharap gak ketemu dia tau2 malah sapaan ketemu amnjing bener dah bangsat",anger
252,baru juga reda emosi nya udah emosi lagi,anger
253,sorry bang gue paling benci kalo ada yang bilang dia lebih cape dari gue,anger
254,"masih pagi, udah marah marah aja",anger
255,"frik ambis gajelas, males gua, merasa bodoh gabisa nyimbangin asu, kesannya jelek mulu gua padahal rata rata udah oke",anger
256,"jangan buat gua spill lu di rl ya njir, gua udh sabar udh hps twt udh ganti username tapi lu kayaknya emg nyari ribut sm gua ya cwek bangsat",anger
257,tau apa yg buat gue marah? lg baca au tbtb ke out sendiri,anger
258,bego bgt knpa maksa ya,anger
259,mmf yh say! menanyakan hal bodoh xixi,anger
260,"parahh bangsat banget ya, planga plongo dongo beleng2 bangsat2 yg cr makan dr menghiaap darah orang dn nyawa orang",anger
261,"genius kang taehyun happy birthday anak lanang sehat terus jan sakit klo sakit aku marah kangen tyunn sulap, jg pengin tyunn ada konten masak trus upload di yt gitu _ __",anger
262,"kenapa sih gw malah download valorant lagi, tolol",anger
263,ni sume sbb rakyat bodoh!! pi pilih lagi org yg menyusahkan rakyat tu watpe?? asal melayu isle tu betul la?? hanggok hang!,anger
264,"jujur gue malu jadi orang indo, kok bisa tinggal senegara sama orang2 bodoh kyk gini semua",anger
265,awan lu dendam ama gua ngomng wan,anger
266,lagi kesal gegara kelompok,anger
267,bilangnya realistis butuh duit sbnrnya lebih ke oke gw cari yg banyak duit gt ga si org materialistis tuh. iinget segalanya butuh uang tapi uang bukan segalanya. agak emosi emg sis kalo sok sok realistis tp trnyata materialistis,anger
268,gue benci sama lo!,anger
269,kenapa pagi-pagi gini udah ada yang bikin emosi,anger
270,wkwkwk tolol,anger
271,karena saya egois dan bego,anger
272,"setan kribo ini model 2nya kyk si murtad saefudin ibrahim yg skrg pendeta yg selalu mendeskriditkan islam..si setan kribo klo mo murtad, murtad aja sekalian..jd umat islam cm bikin masalah n nebar fitnah..klo pemahaman agama islamnya dia bener gak kyk gini narasi si bangsat ini",anger
273,masih pagi gue dah emosi.,anger
274,"ternyata gue di block sama cowo kr di ig gegara dia pas minta foto yg aneh"" ke gue trs gue tolak, lagian minta foto yg aneh"" mulu dikata gue bego apa",anger
275,anak cucu para bangsat bangsa?,anger
276,hal yang paling gue benci dari sebuah proses adalah.. nungguin. dan lebih menyakitkan adalah nungguin hasil di kala badan masih belom membaik. capek banget tiap hari harus bergantung sm ibuprofen dan obat-obat lainnya biar sakitnya berkurang.,anger
277,menghindari perzinahan kok poligami sih tolol banget goblokkkkk. makanya titit nya gausah gatel liat perempuan tetangga.,anger
278,marah,anger
279,emosi gue emosi asu,anger
280,"malah ke kirim yg ini jancuks bau"" bakal marah:)",anger
281,"terlalu cuek dan capek berantem terus, tiap gue complain karna dia terlalu sibuk dan cuek malah dia yg marah, like what??",anger
282,marah muluu,anger
283,selamat pagi mari memulai hari dengan emosi yuk mampir~,anger
284,masih pagi udah emosi,anger
285,"apasih bawa2 tahun, tolol",anger
286,anjing gue baru nonton all of us dead bawaannya emosi bgst,anger
287,"haduh jangan pjj dong, udah mulai ngerti pelajaran tiba tiba pjj jadi bego lagi ntar",anger
288,"bener bgt sih. banyak bgt yg benci ama gw. salah satunya pas gw kerja di penulis. ada nih 1 tmn gw yg didepan baik, dibelakang malah bilang ke kakak ipar gw kl dia gk suka gw, malah cenderung ke benci. pas gw diputus kontrak, dia tuh seneng bgt njir.",anger
289,"gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing",anger
290,"kalau tak p blaja tak p keje jauh, tak bergaul. rasanya aku pun benci ngan perangai aku thanks everyone sebb jadi contoh terbaik :)",anger
291,"daftar orang tolol dan idiot yang menolak kemajuan peradaban indonesia.. nanti akan dicatat sejarah penolak kemajuan indonesia, fotonya di pajang di tempat sampah",anger
292,"gue suka bingung, orang tuh kenapa sih caper banget mau atensi orang dengan ngehate sc? barangkali lo baca tweet'an gue nih, tolong ya lo baca, kalo lo gak suka sama mika sok ngomong to the point gak usah kek kontol sukanya ngehate pake sc kayak orang tolol, pecundang. :)",anger
293,tolol banget ini mah mana 17 lagi yang udah liat,anger
294,"kalo di sinetron itu yg jahat jahat banget yg baik bego banget --""",anger
