index,tweet,label
9407,"aku tdk bermaksud nak kejam, tapi kamu fahamkan apa yg aku katakan, dalam keadaan ramai, aku memanggil kamu, tetapi ayah ibu hanya memanggil kamu saja, dan bila mencari barang, mereka marah pada kamu saja, padahal semua orang tidak boleh melihatku, kenapa kamu tidak boleh melihatku?",anger
10826,baim wong terkejut menemukan banyak ular di rumahnya,fear
3061,"100 days my prince, ini wajib banget ditonton apalagi kalo suka romcom",joy
10029,"aku takut, demamku makin parah, batukku makin bising",fear
9928,"ayo tag aku, gemes gini diemotin gara-gara kalian",anger
11389,"aku jatuh cinta sama kue ini, kalo ada yang mau kasih aku ya",love
10539,"ya udah deh aku takut, nih siap subuh aku mau keluar, mau kencing di pintu, gak bisa kencing",fear
1057,"emang kenapa saya cinta bendera merah putih saya cinta negara indonesia, situ nggak suka bendera indonesia. trus mau merongrong ogah kerja atau gimana? kalau berani ngomong sini gak usah sembunyi, pengecut",anger
1963,baru nyadar dulu kenapa suka banget beli boneka babi. jadi numpuk di lemari gini astaga,fear
3125,39. suka banget klepon,joy
6459,acheol.. aku ikutan sedih :(( cepet sembuh ya,sad
12551,"tolong jangan marah ya, gua cuman mau bilang aja",neutral
1127,"ini segala keresahan gua udah mau ilang nihh, pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut, ku kira kau rumah . kan anjing jadi ketriger lagi gua mulihin supaya mood gua muncul lagi tuh agak lama bgst",anger
7235,"meskipun aku sedih, aku tetap happy karena baekhyun ada",joy
8641,dulu aku suka sama wenda tp kemudian terjadi sesuatu yang menyedihkan,sad
9926,"ayo ngobrol kayak anak kecil, jangan kalem gitu",anger
10254,"nggak mau ayang keselek, jangan lupa makan dan minum ya",fear
4521,"karunia pekerjaan. siapa pun anda yang saat ini bekerja di perusahaan, instansi swasta maupun pemerintahan, baik sebagai karyawan biasa atau atasan, jika ingin pekerjaan anda membawa berkah, buku ini bisa menjadi wawasan mencerahkan bagaimana bekerja yang membahagiakan!",neutral
10025,"ya, romance aja sih. Sebenarnya, aku suka film-film tragedy, tapi kalau lagi butuh dua, aku lebih suka film karena di ff seringnya kita harus mengharapkan sesuatu yang mungkin tidak terjadi. Saya takut kecewa dan tidak nyaman",fear
12160,"aku suka banget sama part rapline disini, aku seneng banget",love
7149,"semoga cepat sembuh pak, semangat ya, salam untuk keluarga besar",joy
9584,"ga kalah baperan, kamu ini, ngaku psnteis, yang dibicarakan perasaan, padahal nggak tahu apa2, malu aku malu",anger
8814,"aku kangen banget sama anjir, gimana ya caranya biar aku aktif di sini, soalnya sepi banget",sad
1543,"aku malu, aku malu",fear
3263,"cape nyari kerja, nyari judul ta, masalah di rumah, ditambah diputusin pacar wkwk murung bbrp hari di kostan tp ada my bestie yg selalu bilang gini. alhamdulillah skrg udah dapet kerjaan yg bener bener aku pengen, dan lupa sama kesedihan2 sebelumnya",joy
11758,"ku cinta padamu, meski kau jahat, ku tetap membelamu",love
4952,bisa gua jelasin hyung.. jangan.. jangan marah..,neutral
3509,mpus suka banget nemenin ummi..,love
12227,"aku udah penuh ga sih? jadi aku ga ijin ikutan pesta yaaa, aku ngga mau kepanjangan. happy birthday cewek paling cute, aku cinta padamu. hari ini luar biasa!",love
2268,hujan gini paling enak baca magangverse. sesuai sama alur cerita yekan. mana bulan februari pula latar ceritanya elaahh mas bii kiciww,joy
8358,"kucingku mati, tercekik sama karet ban motor. sedih banget, ya Allah",sad
4978,misuhku caraku mengekspreksikan emosi,neutral
7886,"yeay puasannya dap, aku happy bgt gaes",joy
10784,"ngeri banget ini jalan, takut terus",fear
132,"yhh marah  mulu lo, cepet tua mampus",anger
7524,"mjb, tapi baca ini bikin nyesel :D",joy
5611,"pagii tweeps.. selamat awali sabtu dengan semangat menggebu. awali aktivitas dengan berdoa.,grafik covid19 kelihatannya meninggi. stay safe, jangan lupa tetap jaga prokes ya..",neutral
9842,"baper liat facebook temen-temen, semua ada virus dan wabah, ga bisa percaya",anger
603,"lu tuh udah bodoh,pendek,ngga pinter, ngga bisa apa apa,cuman beban doang,hidup lagi haha masih mau hidup lu zar ??",anger
11240,aku suka banget sama kamu,love
12198,"ya nggak cinta sih, tapi aku suka banget sama kamu, makanya aku nggak mau kamu pacaran sama orang lain",love
3704,"my love! barangnya udah sampai dan aku langsung pake. bener-bener seger banget pas baru masangnya, langsung suka banget! makasih banyak, ave! aku kasih bintang 5!",love
10833,"ya udahlah, gue bakal bikin kamu malu seumur hidup kalau kamu ngelihat ae",fear
393,centi bgt bangsat,anger
11921,"yuki kato jadi idola baru aku, aktingnya jadiin aku baper gini",love
8177,"gara-gara kejadian yang bikin sedih, aku jadi ngantuk dan ga ada semangat lagi",sad
5584,"ga makan duit haram kak, makan nasi lebih enak.",neutral
5440,mondol sekamar 5 orang..ngirit masak rame2..ada yg bawa panci..kompor..dandang..beras.. kurang enak..banyakin micin..,neutral
6733,ini ga pamer pls gue beneran sedih lmao,sad
6260,mesti cr muram durja birthday dia harini,sad
8113,"aqil lagi ngiler, nangisnya ga berhenti, malamnya ga bisa tidur, badannya mampet",sad
4091,dipikir pikir habis dapet kabar baik eh langsung gitu bisa dibalik,neutral
10679,"yah ya, jangan lupa ngingetin ayah buat napas, takut lupa malah repot",fear
7798,"hehe ternyata abang masih inget aku, seneng bgt",joy
5825,kan bener masih sepi,neutral
9594,"wkwk gw beneran ikut ngomong sama nenek ma gw, sering beneran ikut ngomong sama nenek ma gw",anger
181,"ga jadi deh, aku mau kak mark aja biar kamu emosi.",anger
2277,semangat!,joy
4540,"siapa saja yang allah kehendaki kebaikan padanya, allah akan menimpakan musibah (ujian/cobaan) padanya (hr. bukhari) perjuangan penerapan syariah ..",neutral
3234,"lah ada ahah, aku kira orang biasa pas lewat gasadar, makasi judith uwu",joy
12545,"teman-teman, aku perlu edit video cowok yang lucu, apakah kalian tahu aplikasi yang bisa digunakan untuk itu?",neutral
7237,"hey aku tetep optimis yaa, semoga cepet pulih. jangan lupa istirahat yg cukup, makan sehat & minum vitamin, speed recovery bestie",joy
8047,"sepi bangetttt, aku nangis mulu",sad
4333,untuk yang mau pesan kerudung silahkan ke,neutral
8670,"gak niat ngecewain, tapi rasanya sedih gini aja",sad
7672,ahh berat sih diungkapin tapi sebenarnya seneng banget ya,joy
4226,"akuu bisa, biasa ngelaprak jg kak sinii",neutral
401,emang emosi,anger
4201,ngeliat story mantan lagi nikahan gini doang nih rasanya? yaelah biasa aja gaada sedih sedihnya. gatau dah mantan yang laen mah,neutral
4083,"dalam tiap-tiap twit, tak melulu perlu ada pesan moral. kadang yg kita perlukan hanya tersenyum membaca twit lucu tanpa arti, utk memulai hari yg bahagia.",neutral
1631,"nanti dll, takut org bayar utang mamakku",fear
9982,"gua takut ga kena itu di dalem kereta, gua mau ngasih jalan, nanti gua kena, ntar gua di gosipin, gua ga mau",fear
4993,karena daya tahan tubuh sama tekad yg kuat. dia saking dendam sama cheongsan sampe bertekad mau bunuh cheongsan makanya jadi sembi,neutral
10981,"terus ada gue? takut kena ledek, hahaha",fear
7645,"arep makan bubur di pagi hari, tapi ga mampu menarik diri dari tempat tidur",joy
5893,"baru nyadar klo jomblo itu tak selalu berarti sepi, dan pacaran itu tak berarti selalu happy!",neutral
5809,"salah lah wkwk ntar orang orang pada ikutan sedih, ya walaupun gua gk sedih sih",neutral
12455,"fansnya fanatik banget padahal couplenya gk wow, aku gk suka dan mau skip tapi mesti nongol aja",love
3403,"susah si, kalo udah ga suka sama gurunya aja udah bisa ga suka juga sama mapelnya. kalo mau suka si harus guru yang enak kalo gurunya ngejelasinnya enak, itu bakal langsung jatuh cinta sama kimia si",love
5152,"jika kau tidak bisa mengendalikan emosi dan pikiranmu,kau akan lemah ~minato",neutral
3883,gua tdr enk banget tiba2 di suruh bangun masuk kerjaa kebiasaan suka dadakan anjr,love
7631,"terima kasih Allah untuk kabar bahagia dari kemarin, semoga selalu sehat terus",joy
6393,"donut sepi bgt udh 2minggu ini tp keganti sama proyekan suami yg ada trs,gk motor ya mobil..semoga selalu dicukupinn dan hati ini trs bersyukur kecil ataupun gede",sad
11624,"aku suka banget sama yang kedua, lebih lucu dan keren, kalo yang ketiga dan keempat kurang keren warnanya tapi aku tetap suka sama modelnya",love
4509,"mulut rani kempot saking nafsu mengenyotnya, dan benar saja, tak lama kemudian cairan kental dan manis itu tumpah dalam mulutnya. oh, enaknya permen blaster.a",neutral
8847,"walau ga stan groupnya, aku sedih banget kalo ada yg keluar atau bubar",sad
8864,kenapa author gak mau bikin yang mature version? Sedih banget sih,sad
7578,"temen-temen, aku menemukan kentang goreng yang enak banget. Aku akan memberitahu kalian nanti, tapi bukan sekarang. Kenapa? Karena setiap hal bisa jadi konten. Aku akan melakukan apa saja dengan diriku sendiri. Tunggu ya, ini memakan waktu lama.",joy
7469,si kecil kena hujan sedikit-sedikit seneng bgt,joy
2423,semangat mas bogs,joy
3602,sumpah ini kopi kenangan mantan dari juara banget buat gw yang suka kopi gak terlalu manis mah,love
6592,gua sedih bgt liat foto2 cogan,sad
5292,"trailer film kaget nikah eps 10 udh keluar, jangan lupa nikmati burgernya. kelahiran 2025 jangan nonton dulu, soalnya belum dewasa.",neutral
6760,sedih :(,sad
2067,"wkskwkw aku juga pernahh jadinya sampe gabisa buat buka galeri ya allah cape banget ya hp penuh tuh, wkskwk semangat anya bersih bersihnya wkwkw hapus apk yang udah ga dipake aja",joy
4923,siapa pun yg jd presidennya gak akan bisa mensejahterakan semua rakyat indonesia dalam waktu singkat. sebutin saja presiden terdahulu yg bisa kalau ada.,neutral
5960,"takdir bagi mereka yang ikhlas, takder bagi mereka yang kecewa.",neutral
5491,"namun, waktu kamu kembali untuk mengikuti gp99 ada perasaan senang, sedih, khawatir. karena jauh dari rumah, karena adanya rasisme, karena situasi cn kr. namun disana kamu bisa kembali membuktikan kemampuanmu.",neutral
6679,"paling sedih, waktu ortu udah kehilangan masa jaya wkwkw. dulu bisa kali tiap hari order makanann entah mcd/phd/kfc dll, sekarang kalo mau order nunggu menang giveaway, itu pun ada batasan belinya karna harus hemat. sedih banget sih, tapi ya yang namanya dunia pasti muter",sad
1599,takut banget yatuhan sama cowo begini. padahal saya sendiri cowo,fear
5298,"heran doang, kaget doang, ngemeng doang..",neutral
11227,"hellow sender, bolehkah aku mengajukan diri? aku bisa hadir pada tanggal itu, bisa ke kkt dan bisa movie date juga. aku tipikal orang yang suka ngobrol random dengan pasangan, soft juga paling suka kalau lagi nyindir pasangan dan diam saja",love
1385,"bila takde kerja sangat ni yg aku takut ni, takut tktau nak update apa dsu esok",fear
9598,"cheol itu karakter yang memang sakit hati, kenapa harus ditegesin dulu baru peka??!! ga mempermasalahkan his feeling towards nu, tp the way he treated han that i hate the most. dipermainin bgt haha, jerk.",anger
9891,"jangan jadi orang bodoh, semua orang tahu kalau kamu melakukan kesalahan semua orang tahu kalau kamu adalah sampah, kamu adalah bajingan, jadi jangan berharap kasih sayang dari orang yang kamu kecewakan",anger
7592,"selamat pagi, semangat hari ini ya, sarapan dulu ya, happy day",joy
10179,"ini yg bikin gue khawatir, kalo mulai berharap sama org, khawatir kecewa",fear
10890,"betul banget, banyak orang takut minta maaf karena takut merasa rendah, tapi sebenarnya karena takut jika sakit hati ini tidak bisa dijadikan rasa benci. jadi hilangkanlah rasa benci dalam hati",fear
1405,ngeri ya,fear
5267,jgn malu a,neutral
3995,suka semua tapi closer fav banget,love
3275,antara ngakak sama sedih anjr nonton inituh kawkwakwakawawk,joy
809,"lu tau seberapa gue keselnya? di shop gak ada sama sekali paketnya, harus cek history sama recommend for you baru keliatan. kan gak jelas bikin emosi pagi pagi benci bgt pake mytelkomsel gak jelas!!",anger
9265,"aing gemes deh, marah banget?",anger
2029,"menjijikan sekali:( kesel, marah, sedih, takut!! ngerrriii arghhh",fear
6498,"yahh, sumpah sedih banget lohh, walopun zi bukan fans nya, tapi sedih lohh, mimpi buruk fandom tuh kaya gitu :((",sad
2650,"kak caa semangat terus yaahh!! u can do it well!! kalo capek, istirahat duluu, tapi jangan lupa balik lagi biar ga makin numpuk sending a lot of virtual hug buat kakakk!!",joy
4685,kabar baik untuk hari yang biasa,neutral
3024,"astaga temennya glo ada di mana-mana. rasanya males banget gak sih buat ngelanjutin gambar-gambar lama wkakak. hmm yupi ya, dulu aku suka beli yupi ulet apa cacing ya. pokoknya yang kayak ulet itu. tapi sekarang udah gak pernah beli lagi hehe",joy
12478,"oh aku jatuh cinta sama Xiao Zhan, udah lama nunggu tayangnya Oath of Love. Chemistry mereka kenceng banget. Aku suka banget mereka berdua",love
8479,"gak tahan lagi sama akhirnya, rasanya malu di kelas",sad
9803,"anak2 yang ngebahas keluarga bahagia itu, aku gemes bgt loh -_-",anger
5385,"berapa episode ""siapa takut jatuh cinta""????",neutral
7811,"wow, aku kaget tapi juga seneng, bintang 5 dari aku",joy
3620,suka banget sama endingnya,love
1702,ngeri banget emak gue ngomel ngomel ke mahmud buat mengedukasi cara ngedidik anak haha,fear
7567,"sejak kita lahir, orangtua mengajari kita tertawa, namun sekarang kita sudah dewasa sering lupa membuat mereka tersenyum bahagia",joy
61,shipper sebelah kalo ga suka sama noren ga ush mampir uda tau benci sama noren malah baca au nya kocak bngt lo,anger
3650,"”dg meta orang lain. misalnya kokomi, yang kamu benci banget itu, naik usage rate nya, ya berarti orang suka pake itu ke abyss. come on, kita tau orang yang ke abyss, apalagi lantai 9 sampe 12, nggak mungkin ke sana cuma buat have fun pake alesan api mihoyo rusak wkwk",love
1503,takut di photo tuh mak,fear
5425,"kalau komik gl gini jarang yg sad ending, biasanya konfliknya yg banyak tp akhirnya bahagia, beda kalau udah masuk di drama, biasanya kbnyakan sad ending",neutral
5034,"taun berganti bukan berarti orang gagal akan hidupnya tidak ada, ini bukti nyata kegagalan pria tapi seolah berbicara mewakili semua pria. jangan diambil hati, orang bodoh tiap tahun memang selalu ada.",neutral
2094,semangat di pagi hari,joy
7516,"pagi ini aku dapat kabar yang bikin aku bahagia, keren banget",joy
10629,"oh bund, ngerti yah tapi tetep kaget sih",fear
1880,kenapa aku kalo reflek tuh suka malu maluin diri sendiri,fear
3370,suka banget kalo jungkook pake style baju begini,love
11826,"beomgyu yang muncul bikin aku nangis soalnya aku kangen banget sama dia, sweet banget sih dia",love
3724,karna ga keluar2 suka banget muka jadi bersih gitu huhu,love
4450,"tidur normal, gk begadang liat mu membuat hidup lebih bahagia",neutral
10804,"ngga nyangka kan, lawan bocil aja susah, apalagi melawan restu orang tua",fear
10894,"jeng jeng jeng, seru banget nonton film ini, bener-bener bikin ketakutan, gak kalah sama film horor yang asli",fear
8876,"sedih sekali rasanya, akhirnya 3 hari berturut-turut ijo, rasanya ga percaya",sad
2287,selamat pagi!happy weekand enjinn!!semangat buat aktifitas hari inijgn lupa untuk v0te+stre4am nya yaa!! stay healthy&stay safe semuaa:)) -en,joy
9536,"udah pagi udah ada yang bikin ngambek, kek gitu ya",anger
10335,"nggak kuat bgt nih, bahasa gaulnya malu banget",fear
11513,"aku suka banget acara bincang2an, adem banget dan bisa ngobrol bebas, jadi kaya ngobrol sama bapaknya, padahal biasanya bilang lagi dirumah sibuk ngurus anak",love
4921,hihi ada ada saja,neutral
8829,"aku takjub dan sedih bgt sama denise cover day6, suaranya bagus bgt, aku jadi tertarik ke kpop karena dia, aku rasa dia salah satu orang yang membuat aku tertarik ke kpop",sad
4023,suka banget mv nya! simple tapi ngena dan enak di liat nya!,love
664,"rawedi di benci, ramekso dikonco. be your self ngadek jejek tampo basa basi.",anger
2906,"kalo dijawabkan dengan member nct. diriku di real life seperti jaemin,di sosmed seperti chenle and haechan. kalo emosi seperti renjun. kelakuan macam jisung. kalau baku hantam ya kek jeno lahh. mark terlalu sempurna jika dijabarkan dengan diri ku wkwkek",joy
12368,"aku suka banget caranya jalan, aku suka dia",love
8698,"akhirnya bangtan albumnya keluar juga, aku nangis nangisnya, sedih banget, aku gak sempet beli, gak punya merchnya, gak punya army bomb",sad
11579,aku suka banget sama orang yang selalu memberikan saya kepercayaan. terima kasih banyak ya,love
1046,"buset! parah banget ya logika ibu ini, ini keluarga ibu yang jadi karyawan ga ada yang merasa keberatan ya, dengan kebijakan timpang ini. u cek deh lapangan, banyak penganggur, pesangon dari perusahaan suka ga jelas, ngomongi jkp, ga semua orang juga mau di jkp ampe kesel w",anger
6083,kok saya tetap sedih ya,sad
2404,wah selamat,joy
6489,saya kecewa dengan keputusan tsb,sad
1705,gw takut bgt kaoru ngentott,fear
3347,"suka banget, tapi lebih suka crush aku.",love
1568,"di kost bosen bgt, tapi mau main keluar takut deh kasus covid lagi naik. mana mau ada event, jadi mesti jaga kesehatan.",fear
462,"eitss jangan marah marah mom, nanti asi enggak keluar",anger
743,aku akan sentiasa akan bapak ang tu selagi aku tak dpt tumbuk muka dia tu bodoh ingt aku ni takdak muka ka selamani babi betui la kurang ajaq.,anger
222,oh pantes orang mengakui bodoh og. panjang umur dualisme ckck,anger
12158,"ga pernah pede bgt gaes kalo jadi target pasangan seseorang, ya tae harus tetep baik-baik aja, aku dan banyak army lainnya sayang banget sama tae, kita selalu ada untukmu, ilysm ;3",love
3994,cinta mati banget sama yang namanya pizza,love
6500,masih sedih soalnya akun sebelah udah dfb convomf convomfs moviemenfess beame,sad
7744,"boleh nih aku dapat kata semangat dari kamu, aku seneng",joy
625,jangan marah,anger
4950,"berpura"" lah bodoh meskipun itu mnyakitkan,,jgan mndeskripsikn dirimu itu sbagai org yg pandai tpi ahlak mu tk pandai",neutral
8948,"kalo kau mau bahagia, jangan ikut komentar di twitku, kalo mau ikut komentar, jangan ikut komentar di twitku",sad
2188,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan",joy
2177,semangat semangatt,joy
12487,"gemes banget sama orangnya, dia perhatian banget dan suka nyariin aku, dia selalu spam aku, dia membuat aku penasaran, dan aku sayang banget",love
3499,9. waduh entar lagi selesai nih alesannya. tapi alesan terbesar kenapa aku cinta jane adalahh.. jeng jeng! kamu suka muji muji ak sampe banyak nih kupu kupu yang aku tampung. kamu kuat.. tapi manusia juga rapuh! aku berusaha buat jadi akar kamu buat tumbuh ya bibit jane. love,love
10082,"nggak bisa diatasi, kalo diomongin malu banget",fear
8675,"gak enak nih. makin susah bikin vaksin booster, sampe tni-polri turun ke rumah-rumah. Tracing kasus baru dibilang covidkan. Jawaban mereka sama, covid ga ada! Kita kehilangan sosok contoh rakyat ini.",sad
9231,"kenapa sih, yang baik yang baik, yang buruk yang buruk, kenapa harus gitu",anger
10475,"rasa takutnya mak aku tu, dah ambil booster apa semua, aku tanya mak aku. ada sakit tak? ada nak demam tak? pasti mak aku ckp. tak. hahqhah pastu aku jawab balik kat dia, abis hari tu takut sangat kenapa?",fear
438,mau marah ayank update gua udah tidur,anger
4767,"monster hunter mungkin menang telak, ketika berbicara tentang sensasi berburu dan kepuasan meramu (equipment). tapi keberadaan cerita dan tentu saja emotional build-up, membuat god eater punya nilai lebih. simpelnya, bertarung dengan alasan. sembari memahami alasan itu sendiri.",neutral
5938,sidang polri cukup sepi hari ini,neutral
353,ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok,anger
9447,"kenapa keterangannya gini aja, sih, kzl. ((hasil mengaci))",anger
456,lo berdua bego gausah rebutan,anger
10105,"ngeri deh kalo keseleo di korea, gada urut ya",fear
7286,"yeay akhirnya dapetnya, Alhamdulillah gaes",joy
239,bisa-bisanya mark gak calling gue /marah,anger
2621,"ajak depa bertiga jalan-jalan santai petang di lcct. saja nak tengok kapal terbang landing. hakak kau suruh ambilkan gambar. habang apa lagi. keluarkan segala skill yang ada. guna smartphone cokia made in china jer. alhamdulillah, hakak kau puas hati dengan air tangan habang.",joy
5610,tapi jus oreo g bakalan enak kalo g pake filling,neutral
230,bodoh,anger
9394,"jadi bingung sih, kenapa harus marah sama hal yang salah? Padahal ada kebaikan yang juga ada di video engkau. Ga kelas komisaris ya ndul",anger
4040,cewek cemburu itu sebenarnya positif. semakin sering cewek cemburu tandanya semakin sayang dia sama lo semakin takut kehilangan lo.,love
8455,"ahh kangen banget sama semua orang yang udah pernah ada di hidupku, semoga semuanya bisa bahagia",sad
7824,"halo mas jnt, makasih udah antar paket kesayanganku, tapi nama saya double r, jgn salahkan orang lain",joy
9648,"mu kaya jomblo, jangan ngomong gitu",anger
11850,"oh my god, aku suka banget lagu little things, keren banget liriknya",love
1018,"rumit banget jadi orang ya ,kalo ga suka ya simpel keep aja sih.ribet banget hidupnya",anger
7670,"happy weekend ya trisya, semangat!",joy
8960,"sedih bgt bang, aku kecewa bgt sama hal ini",sad
8559,"kenapa ya hati ini terasa hampa, tak ada yang bisa aku harapkan lagi",sad
1760,pengen tidurr tapi takut kebablasan soalnya bentar lagi mo bimbel,fear
10989,"gue panik aja pas nonton drama sama mama, ada kiss scene gue kepo",fear
842,"palu kau kira kuli, pea",anger
11060,"gua kaget banget dengerin kabar ini, ngeri jelas",fear
